ood_name,model_name,pred,uncertainty,probs
TRAIN,Softmax,11,0.0030909837,"[9.4176643e-04 2.5827944e-09 1.8681557e-07 3.3103969e-08 7.0187542e-24
 4.9784665e-09 1.3394278e-05 5.9718758e-07 4.0003103e-09 7.9963475e-14
 4.3007390e-08 9.9904400e-01]"
TRAIN,Softmax,5,7.0860087e-06,"[1.5386500e-18 7.8256811e-21 1.1167596e-06 2.3042196e-08 7.1576133e-30
 9.9999881e-01 3.3135606e-08 1.9514588e-09 8.3529127e-16 5.0223088e-09
 8.0377155e-12 8.1081164e-19]"
TRAIN,Softmax,6,0.00018973512,"[2.3003174e-06 1.6167850e-13 3.9104521e-05 1.9101881e-08 3.9633346e-25
 1.7703532e-07 9.9995840e-01 8.5918095e-10 3.7965950e-12 6.2369848e-10
 9.4902926e-11 3.2018692e-15]"
TRAIN,Softmax,2,1.1573477e-07,"[6.7694537e-11 8.0064885e-25 1.0000000e+00 1.1621292e-14 5.8436949e-41
 1.4659835e-15 2.5352622e-09 3.6546186e-19 2.5223642e-17 1.3001474e-08
 1.4415330e-23 3.8254361e-27]"
TRAIN,Softmax,5,1.4137962e-06,"[3.1391319e-17 2.5551778e-22 2.3447335e-09 9.0234629e-09 3.2310523e-33
 9.9999976e-01 1.9789148e-07 7.8680541e-11 2.2133036e-16 2.2589795e-10
 1.2422924e-12 7.0444609e-19]"
TRAIN,Softmax,10,0.00020475702,"[4.4519784e-05 6.8096654e-07 3.5292607e-17 4.8146495e-07 4.4426837e-19
 6.5323757e-14 2.2325602e-10 2.2639689e-08 2.3474581e-14 1.9079003e-16
 9.9995434e-01 1.6363249e-11]"
TRAIN,Softmax,1,0.24719201,"[3.0150101e-01 6.9827783e-01 1.9297586e-07 4.3058733e-08 1.1290121e-13
 1.0711769e-12 1.9053376e-04 1.6600621e-08 3.3544193e-06 8.3297858e-10
 5.7733205e-06 2.1242031e-05]"
TRAIN,Softmax,8,0.005537242,"[1.7527682e-03 1.9749974e-08 2.8298982e-06 2.4579242e-08 5.5523327e-05
 1.1652374e-10 7.4267209e-06 6.4757671e-08 9.9816930e-01 3.4662285e-08
 2.1645548e-09 1.2007761e-05]"
TRAIN,Softmax,1,0.27678153,"[4.4550681e-01 5.5444217e-01 7.3056151e-11 1.4994626e-08 1.7930151e-14
 8.8255283e-14 1.0606425e-05 1.1698910e-09 4.4337261e-07 9.0728900e-12
 1.3136417e-05 2.6899941e-05]"
TRAIN,Softmax,8,0.0011906566,"[1.5651865e-06 8.4740641e-09 5.6128023e-08 1.2952466e-05 2.3222490e-06
 1.2721077e-08 3.0119880e-04 5.9158505e-09 9.9968195e-01 6.9957679e-11
 1.2426394e-08 7.7762383e-09]"
TRAIN,Softmax,10,0.00019115739,"[3.7783600e-05 1.5316554e-09 1.8128995e-18 3.8749440e-06 5.9532233e-21
 1.2014924e-13 7.2611765e-12 1.0611052e-08 2.3980890e-15 9.6484994e-18
 9.9995828e-01 7.5504290e-12]"
TRAIN,Softmax,3,6.530795e-06,"[8.6674155e-17 5.3559396e-23 1.2378178e-10 9.9999905e-01 8.0644603e-29
 1.5654491e-07 1.7961590e-15 3.4935107e-07 1.4410834e-12 3.3136025e-21
 5.2751994e-07 7.3294498e-15]"
TRAIN,Softmax,9,3.44401e-05,"[4.6588561e-15 4.1824630e-18 5.7550315e-06 2.3160193e-13 2.9587351e-34
 5.2648784e-07 1.4032521e-07 4.9667977e-18 2.6585355e-18 9.9999368e-01
 3.3225421e-16 4.7679740e-30]"
TRAIN,Softmax,1,0.006532242,"[2.2255948e-03 9.9774027e-01 1.7054042e-07 2.5196714e-09 1.3798419e-13
 1.7996532e-13 1.3337666e-05 2.6669046e-08 7.8243420e-07 7.2603187e-11
 8.1838391e-07 1.8958668e-05]"
TRAIN,Softmax,3,6.961166e-05,"[4.9384843e-17 3.5528113e-25 3.5741785e-11 9.9998689e-01 5.9248735e-27
 1.0887483e-06 2.9613295e-15 7.9007859e-06 1.2396673e-13 2.6212435e-21
 4.2083871e-06 9.0315439e-16]"
TRAIN,Softmax,2,1.032174e-06,"[3.2410665e-09 1.0121150e-24 9.9999988e-01 3.3365631e-14 6.5840709e-40
 2.3426350e-15 3.1372192e-08 3.3799691e-19 2.0586934e-17 1.1520386e-07
 2.4765636e-22 1.1132653e-27]"
TRAIN,Softmax,3,1.1540947e-05,"[6.7440559e-10 7.7786977e-09 9.7508481e-13 9.9999809e-01 1.6154218e-32
 8.5252855e-10 2.3673863e-10 5.7115850e-11 1.7045176e-06 2.4344962e-19
 2.5910887e-07 8.7274571e-10]"
TRAIN,Softmax,11,5.1689454e-05,"[8.3002205e-06 5.0132144e-08 2.5113496e-07 1.8009982e-10 2.7355222e-23
 1.3917037e-10 1.0700422e-06 1.3130895e-07 5.1816889e-09 7.8798316e-14
 2.8779873e-10 9.9999022e-01]"
TRAIN,Softmax,1,0.020828955,"[9.05516651e-03 9.90934014e-01 2.10287635e-10 2.27853691e-09
 5.66834109e-14 1.13373954e-14 6.62094635e-07 1.06376530e-09
 1.13271035e-07 4.90700536e-12 3.25179099e-06 6.85887790e-06]"
TRAIN,Softmax,3,6.7733934e-05,"[7.76933030e-17 2.55899526e-25 4.34509824e-11 9.99987364e-01
 1.91257354e-26 1.92956531e-06 1.08320987e-14 7.03740898e-06
 1.12873056e-13 4.82120726e-21 3.74484694e-06 7.84674540e-16]"
TRAIN,Softmax,4,0.016329113,"[6.2129726e-07 9.9582365e-13 1.0179054e-09 3.3255643e-07 9.9371982e-01
 1.4273034e-08 8.3570689e-04 1.6782423e-09 5.4435101e-03 3.9243755e-10
 3.4977576e-09 6.4935856e-12]"
TRAIN,Softmax,9,3.855475e-05,"[3.6076594e-14 8.0619024e-18 4.5838292e-06 4.0647379e-13 1.8727939e-36
 1.2916664e-06 1.0855699e-06 5.7167453e-18 3.2068037e-18 9.9999297e-01
 6.5424686e-17 2.1368561e-29]"
TRAIN,Softmax,10,9.9502664e-05,"[2.0462925e-05 1.6023018e-08 1.8704859e-18 3.3075236e-07 1.5595674e-19
 2.0079373e-14 3.2543013e-11 1.2874856e-08 4.3424690e-15 1.3821126e-17
 9.9997914e-01 8.6724199e-13]"
TRAIN,Softmax,8,0.107126296,"[2.8235459e-04 8.2318229e-06 2.7358574e-06 5.5816519e-05 7.8737419e-03
 7.3634601e-07 5.6444619e-02 1.7023078e-05 9.3530911e-01 5.7226249e-08
 4.4407343e-06 1.2140293e-06]"
TRAIN,Softmax,3,3.0564453e-05,"[1.3929743e-17 2.1549057e-25 6.4216854e-11 9.9999464e-01 7.7718033e-28
 5.9194679e-07 1.0725307e-15 3.3503334e-06 1.0439126e-13 1.4030614e-21
 1.4794599e-06 4.3334158e-16]"
TRAIN,Softmax,2,0.00010279602,"[1.0379527e-12 1.7746679e-17 9.9997914e-01 2.9693115e-10 6.3392765e-32
 2.8341827e-08 1.7813256e-05 8.3226686e-14 4.2088652e-15 3.0965425e-06
 2.3744793e-16 4.4749659e-23]"
TRAIN,Softmax,8,0.17784815,"[4.7719266e-04 4.2429724e-06 2.4365343e-06 3.9942930e-05 4.1390680e-02
 7.0907186e-07 7.5684346e-02 1.2766526e-05 8.8238281e-01 1.3323066e-07
 3.8935709e-06 6.7660113e-07]"
TRAIN,Softmax,5,4.639164e-08,"[8.6129283e-20 1.2304190e-24 1.1857579e-10 3.4652925e-09 5.4305520e-35
 1.0000000e+00 2.2286384e-09 7.0380676e-12 3.0839744e-18 3.3840087e-11
 1.1375976e-13 1.9632465e-21]"
TRAIN,Softmax,7,0.0019908338,"[6.6737858e-11 1.4047962e-09 6.2131503e-06 1.5080263e-05 9.6174918e-23
 5.2284513e-04 4.0502738e-07 9.9943894e-01 2.1588586e-09 3.6856147e-11
 1.5198539e-05 1.3972145e-06]"
TRAIN,Softmax,0,0.019802183,"[9.91595209e-01 8.29880778e-03 8.19355639e-10 1.16944626e-07
 2.17107651e-10 3.16365613e-13 1.10106957e-05 4.25970770e-09
 6.39839855e-05 2.57821708e-10 2.95237569e-05 1.39167480e-06]"
TRAIN,Softmax,4,0.015785247,"[3.7839487e-07 4.5780757e-13 7.3047396e-10 3.0643355e-07 9.9394095e-01
 1.5618223e-08 7.3452789e-04 1.2720450e-09 5.3237909e-03 2.8162281e-10
 2.5696014e-09 4.4119582e-12]"
TRAIN,Softmax,7,0.0007994048,"[2.6294158e-12 1.0259859e-10 8.2961897e-08 7.1959389e-06 1.1312495e-23
 1.6373882e-04 1.5924224e-09 9.9980313e-01 4.3195619e-10 1.3641229e-12
 2.5263893e-05 5.6916059e-07]"
TRAIN,Softmax,7,0.00037799106,"[2.6045470e-11 1.7287541e-09 2.5912641e-06 3.5835881e-06 4.5274318e-23
 6.4018815e-05 1.7734752e-08 9.9991643e-01 2.0053899e-09 1.3096484e-11
 8.9390296e-06 4.4598469e-06]"
TRAIN,Softmax,8,0.010323817,"[1.8374682e-03 2.5516590e-08 4.7314406e-06 6.4651822e-08 1.5917498e-03
 3.4460426e-10 2.4311481e-05 9.1173689e-08 9.9653780e-01 1.6509422e-07
 5.9203251e-09 3.5994904e-06]"
TRAIN,Softmax,2,0.00066440325,"[1.9824472e-07 7.2297826e-14 9.9983013e-01 9.9444647e-11 1.5009603e-26
 1.0064692e-08 1.6873493e-04 1.5346822e-08 2.0844734e-11 8.4118761e-07
 1.5457957e-12 2.7556785e-12]"
TRAIN,Softmax,1,0.014862139,"[5.95690962e-03 9.94002044e-01 2.24610144e-08 3.78988230e-10
 2.37023197e-14 1.30896635e-14 2.62674257e-06 4.45752457e-09
 6.97378255e-07 1.94676705e-11 7.68917914e-07 3.70123780e-05]"
TRAIN,Softmax,1,0.086781174,"[5.5404697e-02 9.4444919e-01 6.1753070e-08 6.2349770e-09 9.2091981e-13
 3.9608269e-13 1.1712479e-04 5.9494569e-09 2.9808015e-07 9.2674662e-10
 2.6188365e-05 2.4379797e-06]"
TRAIN,Softmax,6,0.0011938139,"[6.0946545e-06 6.8113542e-07 1.2605383e-04 2.2685274e-06 5.9625152e-22
 7.0571819e-05 9.9971408e-01 7.9346020e-05 8.1008683e-10 2.0773456e-07
 6.4488609e-07 1.8437492e-08]"
TRAIN,Softmax,1,0.062468406,"[3.5674464e-02 9.6421093e-01 6.6468988e-07 2.6178688e-08 2.1906062e-11
 4.6180540e-13 2.9018469e-05 2.0229324e-08 9.4855404e-06 3.0477565e-10
 1.2480688e-05 6.2934996e-05]"
TRAIN,Softmax,8,0.013455814,"[3.5163616e-03 3.1099606e-08 6.7419296e-06 4.6686043e-08 1.2623975e-03
 2.1284741e-10 1.9205971e-05 7.8184407e-08 9.9519098e-01 3.4228123e-07
 5.2380287e-09 3.8115415e-06]"
TRAIN,Softmax,11,0.00025048346,"[4.9762009e-05 4.3560061e-07 1.2901504e-07 8.7269880e-10 6.1292130e-22
 2.8778552e-10 5.1034053e-06 1.6565858e-07 2.6007017e-08 1.4046674e-13
 1.2116222e-09 9.9994433e-01]"
TRAIN,Softmax,2,0.00012509682,"[7.6810108e-15 1.1547932e-17 9.9997473e-01 1.5047671e-10 1.8885752e-32
 1.4983320e-06 5.0088215e-06 2.7076499e-13 2.4549984e-15 1.8777753e-05
 3.7277182e-17 5.6128400e-23]"
TRAIN,Softmax,2,0.00047674237,"[5.5053707e-08 3.9880770e-09 9.9988711e-01 3.7543366e-08 1.2166732e-20
 2.1819990e-06 1.0330268e-04 4.4077592e-06 8.2944102e-10 2.3964571e-06
 2.7841267e-09 5.6698934e-07]"
TRAIN,Softmax,7,0.00047732718,"[1.3540336e-10 8.2299129e-10 7.1545437e-06 1.9559434e-06 1.0985232e-24
 6.0021375e-05 1.6760278e-07 9.9989331e-01 1.7287142e-09 1.3096181e-11
 5.1424018e-07 3.6762060e-05]"
TRAIN,Softmax,9,7.537759e-07,"[1.5460581e-12 2.1208484e-14 9.0072007e-08 1.7582451e-14 3.8589422e-34
 2.3859584e-10 1.6023350e-08 1.9756682e-18 3.0425516e-17 9.9999988e-01
 1.5851060e-15 4.8913463e-29]"
TRAIN,Softmax,3,1.1897357e-05,"[3.2967001e-16 5.7460799e-23 2.2192829e-11 9.9999809e-01 4.0005954e-28
 2.2336580e-07 4.7693596e-15 4.0131565e-07 9.9044026e-13 3.6678206e-21
 1.3563082e-06 8.6361946e-15]"
TRAIN,Softmax,9,3.7378072e-06,"[9.7303818e-14 1.0871378e-16 6.0421456e-07 4.9982525e-15 2.9357269e-34
 1.2281855e-10 1.8693840e-09 2.8240688e-19 3.1818685e-18 9.9999940e-01
 7.1296239e-17 8.4820306e-31]"
TRAIN,Softmax,4,0.014664076,"[3.5704329e-07 3.8571021e-13 8.4779900e-10 3.0899520e-07 9.9445045e-01
 1.6376147e-08 6.8467180e-04 1.3869066e-09 4.8640808e-03 3.3200287e-10
 2.3963598e-09 4.0824857e-12]"
TRAIN,Softmax,7,0.00019682001,"[1.2134644e-12 2.5542774e-11 9.4022745e-08 1.1521627e-06 3.1174042e-24
 3.3011809e-05 3.7829223e-10 9.9995840e-01 3.6665340e-10 2.0121213e-13
 1.6536236e-06 5.5832206e-06]"
TRAIN,Softmax,9,4.769271e-06,"[9.0833742e-17 6.4044029e-16 7.7658461e-07 1.2467816e-14 3.0830899e-33
 4.6177409e-09 1.3647979e-10 3.2068235e-18 1.7067153e-17 9.9999917e-01
 3.9067108e-17 2.8029629e-30]"
TRAIN,Softmax,3,9.31884e-06,"[2.6882470e-09 3.4043982e-10 1.4268649e-13 9.9999845e-01 2.3910357e-35
 5.3542717e-12 3.4228710e-13 8.9478842e-13 1.5841377e-06 6.5523594e-20
 2.1773337e-08 2.5004593e-10]"
TRAIN,Softmax,0,0.0046459027,"[9.9845624e-01 4.1341636e-07 4.7748783e-10 3.9823700e-09 3.5516125e-17
 8.0712737e-13 1.5427308e-03 5.8257557e-12 2.0419564e-09 7.6417280e-13
 5.1500774e-07 2.6069953e-08]"
TRAIN,Softmax,3,3.6147183e-05,"[2.0426597e-17 2.7886524e-25 5.3655129e-11 9.9999356e-01 1.3746905e-27
 7.1402332e-07 1.5727606e-15 3.9515103e-06 1.3299779e-13 1.7056872e-21
 1.8251041e-06 5.6961621e-16]"
TRAIN,Softmax,9,0.00535544,"[3.4725274e-09 5.4647519e-20 1.8172801e-03 3.5177028e-14 2.2468066e-34
 4.0427606e-11 1.6971679e-06 6.4526028e-19 4.7208252e-19 9.9818099e-01
 3.6141379e-16 6.3545404e-30]"
TRAIN,Softmax,0,0.01385759,"[9.9475175e-01 4.8371288e-03 5.4360953e-06 4.6763648e-07 1.4313652e-09
 2.1065446e-11 3.6578486e-04 1.4121398e-08 1.4266366e-05 3.4950794e-08
 1.4266366e-05 1.0938402e-05]"
TRAIN,Softmax,1,0.0756617,"[4.6377040e-02 9.5359778e-01 5.0767574e-11 2.0679003e-09 5.6043088e-16
 2.8298976e-14 2.0731808e-05 3.7220518e-10 8.7757790e-08 6.3543068e-12
 2.5212014e-06 1.8572026e-06]"
TRAIN,Softmax,2,0.028504778,"[9.9566105e-06 4.0361686e-10 9.8672140e-01 9.1147898e-09 1.2166359e-23
 5.7399789e-06 1.3247924e-02 2.7865362e-06 5.2341838e-09 1.2056971e-05
 2.6319127e-09 1.4596046e-07]"
TRAIN,Softmax,1,0.010760131,"[3.6276968e-03 9.9608481e-01 9.4591763e-07 2.2245848e-08 1.6651424e-12
 6.3831440e-12 2.6459206e-04 9.8537456e-08 5.4107704e-07 1.0734797e-09
 1.2460021e-05 8.8182378e-06]"
TRAIN,Softmax,5,1.0379405e-05,"[2.4017973e-18 4.7837402e-21 1.7011918e-06 4.2790580e-09 2.0667730e-30
 9.9999821e-01 5.4845167e-08 4.3884416e-10 9.1024839e-16 2.2508411e-08
 2.0322515e-12 1.0169850e-18]"
TRAIN,Softmax,7,0.0011149453,"[2.7778149e-10 2.1510469e-09 4.6729619e-06 2.2685408e-06 6.2355756e-23
 5.2753028e-05 1.3176759e-08 9.9972004e-01 1.2378420e-08 2.7504094e-11
 6.4372766e-06 2.1379878e-04]"
TRAIN,Softmax,3,1.0597048e-05,"[2.31116599e-14 9.87180688e-22 6.28615271e-10 9.99998331e-01
 1.26947461e-24 2.93036010e-07 2.05991989e-13 1.17017876e-07
 1.94326933e-11 8.88631731e-20 1.36028802e-06 1.84650011e-13]"
TRAIN,Softmax,2,0.012390177,"[1.1229293e-06 1.0144822e-06 9.9575186e-01 1.8513978e-06 1.3676168e-20
 4.6376520e-04 1.4423006e-04 3.6686848e-04 1.1293599e-07 3.2634828e-03
 2.2507272e-06 3.4588663e-06]"
